case,part,time,idp,return_status,region,x,y,z,p_proxy,q_proxy,pc,void_ratio,plastic_vol_strain,eq_plastic_strain,plastic_multiplier,return_iterations,yield_residual,substep_count,trigger_reason,Kplastic,PorePress,PorePressRate,DivVel,velocity,pairwise_reaction_avg
baseline,2,0.001005,337,-1,interior,9.9536014e-14,-0.010000031,0.020000005,-3.1187089999999995,25.982492877142327,120.0,0.80005056,0.0,0.0,0.0,0.0,-3.1187189,1.0,0.0,0.0,-21241.1116803,-25330676.0,0.038017955,5.496767327852546e-05,0.37390975
baseline,2,0.001005,338,-1,interior,-8.0213505e-14,-0.010000032,0.029999999,-1.7809187000000002,24.69847821338917,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7809287,1.0,0.0,0.0,-20709.71940565,-23506980.0,0.035275787,5.190755579978422e-05,0.37390975
baseline,2,0.001005,402,-1,edge,0.01000028,-0.020000389,0.010000009,-3.500046333333333,25.755476729709592,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000565,1.0,0.0,0.0,-20984.25510555,-27050680.0,0.040608749,0.0006625134520132743,0.37390975
baseline,2,0.001005,403,-1,lateral_boundary,0.010000277,-0.020000385,0.020000001,-0.7869815333333333,24.90553998299342,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78699142,1.0,0.0,0.0,-20306.36651571,-22372544.0,0.033584654,0.0006367210648736596,0.37390975
baseline,2,0.001005,413,-1,bottom_cap_zone,0.010000105,-0.010000105,0.010000018,-4.1978056666666665,26.49444503286386,119.99934,0.80005151,-4.8932509e-07,5.0790533e-07,0.0,0.0,-4.1978159,1.0,0.0,5.0790533e-07,-21835.96091839,-28421314.0,0.042672817,0.00022574630122773823,0.37390975
baseline,2,0.001005,414,-1,interior,0.010000101,-0.010000101,0.020000005,-2.9538233333333337,26.3276913026441,119.99969,0.80005103,-2.2951676e-07,2.3841592e-07,0.0,0.0,-2.9538338,1.0,0.0,2.3841592e-07,-21326.2447854,-24254424.0,0.036411412,0.00019016246546510086,0.37390975
baseline,2,0.001005,415,-1,interior,0.010000102,-0.010000102,0.029999999,-1.3833727666666669,24.910026022084118,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.3833827,1.0,0.0,0.0,-20548.64290768,-21592390.0,0.032409851,0.00019200645941040785,0.37390975
baseline,2,0.001005,467,-1,edge,0.020000558,-0.020000558,-1.6089267e-08,-1.8814714333333342,35.05128296772906,119.99983,0.80004817,-1.2447812e-07,1.3347561e-07,0.0,0.0,-1.8814813,1.0,0.0,1.3347561e-07,-14936.04359381,-21742362.0,0.032592114,0.0011129176015273578,0.37390975
baseline,2,0.001005,468,-1,edge,0.020000555,-0.020000555,0.009999997,-0.9666863999999998,27.8388272570022,120.0,0.8000474,0.0,0.0,0.0,0.0,-0.96669656,1.0,0.0,0.0,-19350.99338922,-26701478.0,0.040063176,0.0010826389487713975,0.37390975
baseline,2,0.001005,479,-1,edge,0.020000389,-0.01000028,0.010000009,-3.5000486666666664,25.755477735286938,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000587,1.0,0.0,0.0,-20984.2606353,-27050680.0,0.040608749,0.0006625133878638938,0.37390975
baseline,2,0.001005,480,-1,lateral_boundary,0.020000385,-0.010000277,0.020000001,-0.7869791333333337,24.905541400519123,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78698903,1.0,0.0,0.0,-20306.3694314,-22372544.0,0.033584654,0.0006367210935005045,0.37390975
baseline,2,0.001005,159,-1,edge,-0.030000759,2.8116574e-14,-1.7046998e-08,-2.511518333333333,31.983004263789766,120.0,0.80004853,0.0,0.0,0.0,0.0,-2.5115283,1.0,0.0,0.0,-15650.70766909,-22767610.0,0.034136418,0.0011099043840021867,0.37390975
baseline,2,0.001005,160,-1,edge,-0.030000756,1.6161328e-14,0.009999997,-2.9556055666666663,25.34694304420722,120.0,0.8000493,0.0,0.0,0.0,0.0,-2.9556158,1.0,0.0,0.0,-20244.42217367,-27926256.0,0.041912846,0.001084068777995578,0.37390975
baseline,2,0.001005,204,-1,edge,-0.020000296,4.3128824e-14,0.010000013,-4.415033,25.804062143303796,119.9977,0.80005389,-1.7053248e-06,1.7668332e-06,0.0,0.0,-4.4150434,1.0,0.0,1.7668332e-06,-22691.59638106,-28763492.0,0.043204997,0.00042619696850578886,0.37390975
baseline,2,0.001005,205,-1,lateral_boundary,-0.02000029,-8.5403901e-15,0.020000003,-2.849514133333333,25.598815453776602,119.9985,0.80005276,-1.1101752e-06,1.1510039e-06,0.0,0.0,-2.849524,1.0,0.0,1.1510039e-06,-21866.87280724,-23219268.0,0.034879915,0.0003966796541178195,0.37390975
baseline,2,0.001005,206,-1,lateral_boundary,-0.020000292,-3.757945e-14,0.029999999,-1.8316252333333332,24.628001106230176,120.0,0.80005074,0.0,0.0,0.0,0.0,-1.8316354,1.0,0.0,0.0,-20722.77321342,-19305312.0,0.028998548,0.00040278267001360067,0.37390975
baseline,2,0.001005,215,-1,edge,-0.020000389,0.01000028,0.010000009,-3.5000523333333327,25.755479582094583,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000622,1.0,0.0,0.0,-20984.25711638,-27050678.0,0.040608745,0.0006625133858998034,0.37390975
baseline,2,0.001005,216,-1,lateral_boundary,-0.020000385,0.010000277,0.020000001,-0.7869850999999995,24.905542968740534,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78699493,1.0,0.0,0.0,-20306.36852649,-22372542.0,0.033584651,0.0006367211278518925,0.37390975
baseline,2,0.001005,225,-1,edge,-0.020000558,0.020000558,-1.6089261e-08,-1.8814711000000006,35.05128298774778,119.99983,0.80004817,-1.2447686e-07,1.3347424e-07,0.0,0.0,-1.8814811,1.0,0.0,1.3347424e-07,-14936.04299058,-21742358.0,0.032592107,0.0011129175215581044,0.37390975
baseline,2,0.001005,226,-1,edge,-0.020000555,0.020000555,0.009999997,-0.9666909333333328,27.838829713412284,120.0,0.8000474,0.0,0.0,0.0,0.0,-0.96670103,1.0,0.0,0.0,-19350.99811465,-26701486.0,0.040063191,0.001082639076125905,0.37390975
baseline,2,0.001005,270,-1,bottom_cap_zone,-0.010000035,-2.4947063e-14,0.01000002,-4.184969333333334,25.888131270350836,120.0,0.80005062,0.0,0.0,0.0,0.0,-4.1849794,1.0,0.0,0.0,-21506.69455184,-28529650.0,0.042827226,0.00010933290654977483,0.37390975
baseline,2,0.001005,271,-1,interior,-0.010000031,-3.1603094e-14,0.020000005,-3.1187086666666666,25.982495553411503,120.0,0.80005056,0.0,0.0,0.0,0.0,-3.1187186,1.0,0.0,0.0,-21241.11399276,-25330684.0,0.038017966,5.4967864378333914e-05,0.37390975
baseline,2,0.001005,272,-1,interior,-0.010000032,-6.4334134e-15,0.029999999,-1.7809183666666677,24.698477705518435,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7809285,1.0,0.0,0.0,-20709.71739483,-23506980.0,0.035275787,5.1907567068960985e-05,0.37390975
baseline,2,0.001005,281,-1,bottom_cap_zone,-0.010000105,0.010000105,0.010000018,-4.197807666666668,26.49444293962278,119.99934,0.80005151,-4.8932708e-07,5.0790743e-07,0.0,0.0,-4.1978178,1.0,0.0,5.0790743e-07,-21835.96031513,-28421316.0,0.04267282,0.00022574626751234827,0.37390975
baseline,2,0.001005,282,-1,interior,-0.010000101,0.010000101,0.020000005,-2.953825,26.327687412694,119.99969,0.80005103,-2.2951713e-07,2.3841629e-07,0.0,0.0,-2.9538352,1.0,0.0,2.3841629e-07,-21326.24669568,-24254422.0,0.036411408,0.00019016239035816315,0.37390975
baseline,2,0.001005,283,-1,interior,-0.010000102,0.010000102,0.029999999,-1.3833718333333345,24.910024761539354,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.3833817,1.0,0.0,0.0,-20548.64280717,-21592384.0,0.032409843,0.00019200642342872266,0.37390975
baseline,2,0.001005,292,-1,edge,-0.01000028,0.020000389,0.010000009,-3.5000509999999996,25.755479611619005,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000608,1.0,0.0,0.0,-20984.26093694,-27050684.0,0.040608756,0.0006625134868509751,0.37390975
baseline,2,0.001005,293,-1,lateral_boundary,-0.010000277,0.020000385,0.020000001,-0.7869783000000007,24.90554172564899,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78698826,1.0,0.0,0.0,-20306.36923031,-22372548.0,0.033584658,0.0006367210615573377,0.37390975
baseline,2,0.001005,358,-1,bottom_cap_zone,7.2330481e-15,0.010000035,0.01000002,-4.184971666666667,25.888124447565243,120.0,0.80005062,0.0,0.0,0.0,0.0,-4.1849818,1.0,0.0,0.0,-21506.69535621,-28529652.0,0.04282723,0.00010933280921566766,0.37390975
baseline,2,0.001005,359,-1,interior,-1.2509666e-14,0.010000031,0.020000005,-3.1187123333333333,25.982495108680062,120.0,0.80005056,0.0,0.0,0.0,0.0,-3.1187222,1.0,0.0,0.0,-21241.11369113,-25330664.0,0.038017936,5.4967823789986866e-05,0.37390975
baseline,2,0.001005,360,-1,interior,1.3619347e-14,0.010000032,0.029999999,-1.7809229333333334,24.698478459146322,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7809329,1.0,0.0,0.0,-20709.71960678,-23506980.0,0.035275787,5.1907538688454035e-05,0.37390975
baseline,2,0.001005,369,-1,edge,5.2957083e-14,0.020000296,0.010000013,-4.415034333333334,25.804058051259474,119.9977,0.80005389,-1.7053245e-06,1.7668328e-06,0.0,0.0,-4.4150448,1.0,0.0,1.7668328e-06,-22691.59859295,-28763494.0,0.043205,0.00042619695374264025,0.37390975
baseline,2,0.001005,370,-1,lateral_boundary,1.0300861e-13,0.02000029,0.020000003,-2.8495138,25.59881636094154,119.9985,0.80005276,-1.110175e-06,1.1510037e-06,0.0,0.0,-2.8495238,1.0,0.0,1.1510037e-06,-21866.87904074,-23219274.0,0.034879923,0.00039667965465685795,0.37390975
baseline,2,0.001005,371,-1,lateral_boundary,-5.0740811e-14,0.020000292,0.029999999,-1.8316259,24.628004136593475,120.0,0.80005074,0.0,0.0,0.0,0.0,-1.831636,1.0,0.0,0.0,-20722.77421883,-19305308.0,0.028998543,0.00040278258948770997,0.37390975
baseline,2,0.001005,424,-1,bottom_cap_zone,0.010000035,1.5965182e-14,0.01000002,-4.184968333333333,25.888123963891076,120.0,0.80005062,0.0,0.0,0.0,0.0,-4.1849785,1.0,0.0,0.0,-21506.6955573,-28529650.0,0.042827226,0.00010933271906742664,0.37390975
baseline,2,0.001005,425,-1,interior,0.010000031,-2.3822629e-14,0.020000005,-3.1187129999999996,25.98249609944262,120.0,0.80005056,0.0,0.0,0.0,0.0,-3.1187227,1.0,0.0,0.0,-21241.11781334,-25330672.0,0.038017947,5.49676878062223e-05,0.37390975
baseline,2,0.001005,426,-1,interior,0.010000032,-9.2576153e-15,0.029999999,-1.7809249000000011,24.69847995568289,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7809352,1.0,0.0,0.0,-20709.72000893,-23506980.0,0.035275787,5.190764204649858e-05,0.37390975
baseline,2,0.001005,435,-1,bottom_cap_zone,0.010000105,0.010000105,0.010000018,-4.197807,26.494448508769803,119.99934,0.80005151,-4.8932958e-07,5.0791004e-07,0.0,0.0,-4.1978173,1.0,0.0,5.0791004e-07,-21835.9624265,-28421314.0,0.042672817,0.00022574622064347726,0.37390975
baseline,2,0.001005,436,-1,interior,0.010000101,0.010000101,0.020000005,-2.953823666666667,26.327692240101772,119.99969,0.80005103,-2.2951915e-07,2.3841841e-07,0.0,0.0,-2.9538341,1.0,0.0,2.3841841e-07,-21326.24941034,-24254424.0,0.036411412,0.00019016245334198788,0.37390975
baseline,2,0.001005,437,-1,interior,0.010000102,0.010000102,0.029999999,-1.3833718000000008,24.91002529703946,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.3833817,1.0,0.0,0.0,-20548.64391312,-21592384.0,0.032409843,0.00019200651535888997,0.37390975
baseline,2,0.001005,446,-1,edge,0.01000028,0.020000389,0.010000009,-3.5000533333333324,25.75547834631559,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000632,1.0,0.0,0.0,-20984.26204284,-27050684.0,0.040608756,0.0006625134886450883,0.37390975
baseline,2,0.001005,447,-1,lateral_boundary,0.010000277,0.020000385,0.020000001,-0.786983966666666,24.90554207026343,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.7869938,1.0,0.0,0.0,-20306.3716433,-22372542.0,0.033584651,0.0006367211450333471,0.37390975
baseline,2,0.001005,490,-1,edge,0.020000296,1.1732576e-15,0.010000013,-4.415033333333333,25.804062467191724,119.9977,0.80005389,-1.7053231e-06,1.7668315e-06,0.0,0.0,-4.4150438,1.0,0.0,1.7668315e-06,-22691.59688376,-28763496.0,0.043205004,0.0004261968601724172,0.37390975
baseline,2,0.001005,491,-1,lateral_boundary,0.02000029,-2.3080913e-14,0.020000003,-2.8495131666666667,25.59881390381086,119.9985,0.80005276,-1.1101749e-06,1.1510036e-06,0.0,0.0,-2.8495231,1.0,0.0,1.1510036e-06,-21866.87652722,-23219276.0,0.034879927,0.00039667954466173275,0.37390975
baseline,2,0.001005,492,-1,lateral_boundary,0.020000292,8.3968639e-14,0.029999999,-1.8316275666666666,24.627999141336876,120.0,0.80005074,0.0,0.0,0.0,0.0,-1.8316375,1.0,0.0,0.0,-20722.77452048,-19305312.0,0.028998548,0.0004027826091786631,0.37390975
baseline,2,0.001005,501,-1,edge,0.020000389,0.01000028,0.010000009,-3.5000590000000003,25.755480176285634,120.0,0.80005026,0.0,0.0,0.0,0.0,-3.5000691,1.0,0.0,0.0,-20984.26194233,-27050682.0,0.040608753,0.0006625134689901667,0.37390975
baseline,2,0.001005,502,-1,lateral_boundary,0.020000385,0.010000277,0.020000001,-0.7869846333333322,24.905538161915548,120.0,0.80004883,0.0,0.0,0.0,0.0,-0.78699476,1.0,0.0,0.0,-20306.36912977,-22372542.0,0.033584651,0.0006367210442565552,0.37390975
baseline,2,0.001005,511,-1,edge,0.020000558,0.020000558,-1.6089265e-08,-1.8814701333333332,35.05128226208379,119.99983,0.80004817,-1.2447802e-07,1.3347551e-07,0.0,0.0,-1.8814801,1.0,0.0,1.3347551e-07,-14936.0420857,-21742364.0,0.032592118,0.0011129175162165614,0.37390975
baseline,2,0.001005,512,-1,edge,0.020000555,0.020000555,0.009999997,-0.966694466666666,27.83883004315677,120.0,0.8000474,0.0,0.0,0.0,0.0,-0.96670449,1.0,0.0,0.0,-19350.99680762,-26701484.0,0.040063187,0.001082638991282512,0.37390975
baseline,2,0.001005,533,-1,edge,0.030000759,-8.7415477e-15,-1.7046942e-08,-2.511513566666667,31.98300126305308,120.0,0.80004853,0.0,0.0,0.0,0.0,-2.5115235,1.0,0.0,0.0,-15650.70636208,-22767610.0,0.034136418,0.001109904179178203,0.37390975
baseline,2,0.001005,534,-1,edge,0.030000756,-2.4594657e-14,0.009999997,-2.9556118666666666,25.34694909050027,120.0,0.8000493,0.0,0.0,0.0,0.0,-2.955622,1.0,0.0,0.0,-20244.4237823,-27926264.0,0.041912857,0.0010840688782101588,0.37390975
baseline,2,0.001005,379,-1,edge,2.9260546e-15,0.030000759,-1.7046986e-08,-2.511508966666666,31.98300045496223,120.0,0.80004853,0.0,0.0,0.0,0.0,-2.5115192,1.0,0.0,0.0,-15650.70746802,-22767614.0,0.034136426,0.0011099043822588677,0.37390975
baseline,2,0.001005,380,-1,edge,-1.0278649e-14,0.030000756,0.009999997,-2.9556048333333327,25.34694454650405,120.0,0.8000493,0.0,0.0,0.0,0.0,-2.9556148,1.0,0.0,0.0,-20244.4222742,-27926262.0,0.041912854,0.0010840687781904215,0.37390975
baseline,2,0.001005,262,-1,interior,-0.010000102,-0.010000102,0.039999999,-1.1871705666666674,24.558620634060908,120.0,0.80004954,0.0,0.0,0.0,0.0,-1.1871806,1.0,0.0,0.0,-20469.88346908,-21181394.0,0.031796586,0.00019303864501241046,0.37390975
baseline,2,0.001005,263,-1,interior,-0.010000102,-0.010000102,0.049999997,-0.6308701333333335,25.173223166042437,120.0,0.80004919,0.0,0.0,0.0,0.0,-0.63088018,1.0,0.0,0.0,-20246.99638381,-19963364.0,0.029972503,0.00019458197809339435,0.37390975
baseline,2,0.001005,328,-1,lateral_boundary,-8.9355327e-15,-0.020000292,0.039999999,-1.2716325999999991,24.264384506980004,120.0,0.80005044,0.0,0.0,0.0,0.0,-1.2716427,1.0,0.0,0.0,-20498.67441976,-18415694.0,0.027665857,0.00040523104242689667,0.37390975
baseline,2,0.001005,329,-1,lateral_boundary,-1.5720269e-15,-0.020000292,0.049999997,-0.7679078000000003,24.80042552722142,120.0,0.80005008,0.0,0.0,0.0,0.0,-0.76791775,1.0,0.0,0.0,-20296.86320742,-17322040.0,0.026028007,0.00040624264676305643,0.37390975
baseline,2,0.001005,339,-1,interior,-3.7617553e-14,-0.010000032,0.039999999,-1.794349066666668,24.411314729181893,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7943591,1.0,0.0,0.0,-20714.70048628,-23372200.0,0.035077732,5.227712480511666e-05,0.37390975
baseline,2,0.001005,340,-1,interior,6.9191343e-14,-0.010000032,0.049999997,-1.207174066666666,25.08961561236875,120.0,0.80004936,0.0,0.0,0.0,0.0,-1.207184,1.0,0.0,0.0,-20479.43828076,-22082540.0,0.033146352,5.689266905877432e-05,0.37390975
baseline,2,0.001005,416,-1,interior,0.010000102,-0.010000102,0.039999999,-1.187168033333333,24.55861797148626,120.0,0.80004954,0.0,0.0,0.0,0.0,-1.1871781,1.0,0.0,0.0,-20469.87964854,-21181384.0,0.031796571,0.00019303866403914342,0.37390975
baseline,2,0.001005,417,-1,interior,0.010000102,-0.010000102,0.049999997,-0.6308771333333336,25.173231769550114,120.0,0.80004919,0.0,0.0,0.0,0.0,-0.63088715,1.0,0.0,0.0,-20246.9951773,-19963364.0,0.029972503,0.0001945820661863977,0.37390975
baseline,2,0.001005,207,-1,lateral_boundary,-0.020000292,-3.2769052e-14,0.039999999,-1.271633933333333,24.264383763023872,120.0,0.80005044,0.0,0.0,0.0,0.0,-1.271644,1.0,0.0,0.0,-20498.67723489,-18415694.0,0.027665855,0.0004052310716607781,0.37390975
baseline,2,0.001005,208,-1,lateral_boundary,-0.020000292,4.3362496e-14,0.049999997,-0.7679092333333326,24.800427366201752,120.0,0.80005008,0.0,0.0,0.0,0.0,-0.76791918,1.0,0.0,0.0,-20296.86521822,-17322044.0,0.026028013,0.0004062426780987595,0.37390975
baseline,2,0.001005,273,-1,interior,-0.010000032,-3.1095247e-14,0.039999999,-1.7943540333333339,24.411320819135835,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7943641,1.0,0.0,0.0,-20714.70088847,-23372202.0,0.035077736,5.2276994756388467e-05,0.37390975
baseline,2,0.001005,274,-1,interior,-0.010000032,-3.5390361e-14,0.049999997,-1.2071776333333328,25.089615081661208,120.0,0.80004936,0.0,0.0,0.0,0.0,-1.2071875,1.0,0.0,0.0,-20479.44069383,-22082532.0,0.033146337,5.68927227376976e-05,0.37390975
baseline,2,0.001005,284,-1,interior,-0.010000102,0.010000102,0.039999999,-1.187168333333333,24.558618514135983,120.0,0.80004954,0.0,0.0,0.0,0.0,-1.1871785,1.0,0.0,0.0,-20469.88035234,-21181384.0,0.031796571,0.00019303862190458925,0.37390975
baseline,2,0.001005,285,-1,interior,-0.010000102,0.010000102,0.049999997,-0.6308785666666671,25.173218994478027,120.0,0.80004919,0.0,0.0,0.0,0.0,-0.63088846,1.0,0.0,0.0,-20246.99748977,-19963362.0,0.029972501,0.00019458198779606333,0.37390975
baseline,2,0.001005,361,-1,interior,-1.5589867e-14,0.010000032,0.039999999,-1.7943542999999995,24.41132410232634,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.7943645,1.0,0.0,0.0,-20714.70149173,-23372202.0,0.035077736,5.227709183146437e-05,0.37390975
baseline,2,0.001005,362,-1,interior,-6.6960275e-15,0.010000032,0.049999997,-1.2071747333333338,25.089613717517135,120.0,0.80004936,0.0,0.0,0.0,0.0,-1.2071847,1.0,0.0,0.0,-20479.44079437,-22082536.0,0.033146344,5.689270058946635e-05,0.37390975
baseline,2,0.001005,372,-1,lateral_boundary,2.1596272e-15,0.020000292,0.039999999,-1.2716344,24.264382428038886,120.0,0.80005044,0.0,0.0,0.0,0.0,-1.2716445,1.0,0.0,0.0,-20498.67713438,-18415690.0,0.027665852,0.0004052311008684891,0.37390975
baseline,2,0.001005,373,-1,lateral_boundary,5.5309002e-14,0.020000292,0.049999997,-0.7679096000000006,24.8004301185021,120.0,0.80005008,0.0,0.0,0.0,0.0,-0.76791954,1.0,0.0,0.0,-20296.8667264,-17322036.0,0.026028002,0.0004062426153473907,0.37390975
baseline,2,0.001005,427,-1,interior,0.010000032,-2.2525711e-14,0.039999999,-1.794354966666667,24.411319103257622,120.0,0.8000496,0.0,0.0,0.0,0.0,-1.794365,1.0,0.0,0.0,-20714.69968201,-23372206.0,0.035077743,5.227714230795481e-05,0.37390975
baseline,2,0.001005,428,-1,interior,0.010000032,-3.6879865e-14,0.049999997,-1.2071770000000004,25.089614172738226,120.0,0.80004936,0.0,0.0,0.0,0.0,-1.2071868,1.0,0.0,0.0,-20479.44179976,-22082534.0,0.03314634,5.689262603054906e-05,0.37390975
baseline,2,0.001005,438,-1,interior,0.010000102,0.010000102,0.039999999,-1.1871718999999998,24.558618357340443,120.0,0.80004954,0.0,0.0,0.0,0.0,-1.1871819,1.0,0.0,0.0,-20469.8817599,-21181378.0,0.031796563,0.00019303861625407403,0.37390975
baseline,2,0.001005,439,-1,interior,0.010000102,0.010000102,0.049999997,-0.6308832666666669,25.173230897958653,120.0,0.80004919,0.0,0.0,0.0,0.0,-0.63089323,1.0,0.0,0.0,-20246.99809302,-19963366.0,0.029972505,0.0001945819587578255,0.37390975
baseline,2,0.001005,493,-1,lateral_boundary,0.020000292,5.1672306e-14,0.039999999,-1.2716296666666669,24.264384828424603,120.0,0.80005044,0.0,0.0,0.0,0.0,-1.2716395,1.0,0.0,0.0,-20498.67592787,-18415692.0,0.027665854,0.0004052309808798868,0.37390975
baseline,2,0.001005,494,-1,lateral_boundary,0.020000292,-2.8789986e-14,0.049999997,-0.7679117333333328,24.800428909336134,120.0,0.80005008,0.0,0.0,0.0,0.0,-0.76792157,1.0,0.0,0.0,-20296.86501722,-17322036.0,0.026028002,0.0004062426153473835,0.37390975
baseline,2,0.001005,191,-3,edge,-0.020000707,-0.020000707,0.099999592,73.96847,93.76233191723672,120.00291,0.79997492,2.1584856e-06,1.1702851e-05,0.0,8.0,3888.0342,1.0,0.0,1.1702851e-05,-14719.00786602,-24633992.0,0.036950026,0.002581265388660145,0.37390975
baseline,2,0.001005,477,-3,edge,0.020000707,-0.020000707,0.099999592,73.96847,93.7623311884929,120.00291,0.79997492,2.1584856e-06,1.1702855e-05,0.0,8.0,3888.0342,1.0,0.0,1.1702855e-05,-14719.00967576,-24633990.0,0.036950022,0.0025812652723949565,0.37390975
baseline,2,0.001005,235,-3,edge,-0.020000707,0.020000707,0.099999592,73.96847533333333,93.76232276461289,120.00291,0.79997492,2.1584879e-06,1.1702857e-05,0.0,8.0,3888.0327,1.0,0.0,1.1702857e-05,-14719.00897196,-24633992.0,0.036950026,0.002581265269939951,0.37390975
baseline,2,0.001005,521,-3,edge,0.020000707,0.020000707,0.099999592,73.96847533333333,93.7623228483058,120.00291,0.79997492,2.1584881e-06,1.1702856e-05,0.0,8.0,3888.0327,1.0,0.0,1.1702856e-05,-14719.0092736,-24633990.0,0.036950022,0.002581265034954584,0.37390975
baseline,3,0.001508,148,-1,edge,-0.030001165,-0.010000549,-7.9662719e-08,-22.375539426666666,48.324380931487426,119.99577,0.80005348,-3.1296529e-06,3.3605756e-06,0.0,0.0,-22.375549,1.0,0.0,3.3605756e-06,-25522.77579418,-12333139.0,0.018499415,0.0006437363444957738,0.27635586500000003
baseline,3,0.001508,149,-1,edge,-0.030001167,-0.010000548,0.009999969,-23.765036233333333,42.5798034702598,119.99876,0.80005157,-9.1276229e-07,9.5597863e-07,0.0,0.0,-23.765045,1.0,0.0,9.5597863e-07,-24953.72967712,-15559958.0,0.023340998,0.0006319423278743548,0.27635586500000003
baseline,3,0.001508,181,-1,edge,-0.020000856,-0.020000856,-6.8190744e-08,-29.525467133333333,51.06959631142839,119.99983,0.80004817,-1.2447966e-07,1.3347724e-07,0.0,0.0,-29.525476,1.0,0.0,1.3347724e-07,-25779.13338247,-11885029.0,0.01782776,0.000488979549091689,0.27635586500000003
baseline,3,0.001508,182,-1,edge,-0.020000841,-0.020000841,0.0099999756,-26.667695633333334,42.94141347829134,120.0,0.8000474,0.0,0.0,0.0,0.0,-26.667706,1.0,0.0,0.0,-25281.34080874,-12749535.0,0.019128466,0.0004499210646899168,0.27635586500000003
baseline,3,0.001508,192,-1,edge,-0.020000661,-0.010000458,4.8907669e-08,-22.692966413333334,41.79532423578761,119.99848,0.80005115,-1.1236285e-06,1.188681e-06,0.0,0.0,-22.692976,1.0,0.0,1.188681e-06,-26383.14349327,-12095160.0,0.018147169,0.00048214099208733366,0.27635586500000003
baseline,3,0.001508,193,-1,edge,-0.020000594,-0.010000415,0.010000004,-26.15106923333333,38.445464901428274,120.0,0.80005026,0.0,0.0,0.0,0.0,-26.151079,1.0,0.0,0.0,-26012.52249504,-9672025.0,0.014524722,0.0002652389000784512,0.27635586500000003
baseline,3,0.001508,194,-1,lateral_boundary,-0.020000564,-0.010000398,0.019999977,-13.959845433333335,34.75385102604395,120.0,0.80004883,0.0,0.0,0.0,0.0,-13.959855,1.0,0.0,0.0,-22852.31928356,-1624092.9,0.0024403369,0.0002009364594372995,0.27635586500000003
baseline,3,0.001508,195,-1,lateral_boundary,-0.020000573,-0.010000406,0.029999984,-5.302772,28.556222973039574,119.9987,0.8000524,-9.5797679e-07,9.9468753e-07,0.0,0.0,-5.3027821,1.0,0.0,9.9468753e-07,-19938.50446549,2125926.3,-0.0031948572,0.00021252185129819063,0.27635586500000003
baseline,3,0.001508,236,-1,edge,-0.010000549,-0.030001165,-7.9662733e-08,-22.375538656666667,48.32438672476219,119.99577,0.80005348,-3.1296529e-06,3.3605759e-06,0.0,0.0,-22.375549,1.0,0.0,3.3605759e-06,-25522.77531561,-12333140.0,0.018499417,0.0006437363913006134,0.27635586500000003
baseline,3,0.001508,237,-1,edge,-0.010000548,-0.030001167,0.009999969,-23.765034566666667,42.57980370644786,119.99876,0.80005157,-9.1276087e-07,9.5597716e-07,0.0,0.0,-23.765045,1.0,0.0,9.5597716e-07,-24953.72920849,-15559960.0,0.023341002,0.0006319423085272619,0.27635586500000003
baseline,3,0.001508,247,-1,edge,-0.010000458,-0.020000661,4.8907637e-08,-22.69297016333334,41.79532271025786,119.99848,0.80005115,-1.1236284e-06,1.1886808e-06,0.0,0.0,-22.69298,1.0,0.0,1.1886808e-06,-26383.14327065,-12095161.0,0.018147171,0.0004821409538230882,0.27635586500000003
baseline,3,0.001508,248,-1,edge,-0.010000415,-0.020000594,0.010000004,-26.151066933333336,38.44546725795553,120.0,0.80005026,0.0,0.0,0.0,0.0,-26.151077,1.0,0.0,0.0,-26012.52199106,-9672024.0,0.014524722,0.00026523879792261903,0.27635586500000003
baseline,3,0.001508,249,-1,lateral_boundary,-0.010000398,-0.020000564,0.019999977,-13.959843900000001,34.75384500235494,120.0,0.80004883,0.0,0.0,0.0,0.0,-13.959854,1.0,0.0,0.0,-22852.3189601,-1624093.1,0.0024403373,0.0002009364988293871,0.27635586500000003
