case,part,time,region,status_-6,status_-5,status_-4,status_-3,status_-2,status_-1,status_0,status_1,status_2
quarter_speed_adaptive,32,0.064044,interior,0,0,0,0,0,0,25,66,0
quarter_speed_adaptive,32,0.064044,top_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,33,0.066055,edge,0,0,0,0,0,0,0,112,0
quarter_speed_adaptive,33,0.066055,lateral_boundary,0,0,0,0,0,0,8,160,0
quarter_speed_adaptive,33,0.066055,bottom_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,33,0.066055,interior,0,0,0,0,0,0,24,67,0
quarter_speed_adaptive,33,0.066055,top_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,34,0.068065,edge,0,0,0,0,0,0,0,112,0
quarter_speed_adaptive,34,0.068065,lateral_boundary,0,0,0,0,0,0,8,160,0
quarter_speed_adaptive,34,0.068065,bottom_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,34,0.068065,interior,0,0,0,0,0,0,23,68,0
quarter_speed_adaptive,34,0.068065,top_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,35,0.070076,edge,0,0,0,0,0,0,0,112,0
quarter_speed_adaptive,35,0.070076,lateral_boundary,0,0,0,0,0,0,8,160,0
quarter_speed_adaptive,35,0.070076,bottom_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,35,0.070076,interior,0,0,0,0,0,0,23,68,0
quarter_speed_adaptive,35,0.070076,top_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,36,0.072087,edge,0,0,0,0,0,0,0,112,0
quarter_speed_adaptive,36,0.072087,lateral_boundary,0,0,0,0,0,0,0,168,0
quarter_speed_adaptive,36,0.072087,bottom_cap_zone,0,0,0,0,0,0,0,18,0
quarter_speed_adaptive,36,0.072087,interior,0,0,0,0,0,0,23,68,0
quarter_speed_adaptive,36,0.072087,top_cap_zone,0,0,0,0,0,0,0,18,0
