line,time,Tv,z,z_norm,quantity,value
gpu_mode1_xi005_b5,0.1,0.027441722676,0.234769,0.232089899067,ExcessPorePress,14458.3875589
gpu_mode1_xi005_b5,0.1,0.027441722676,0.244765,0.242186868763,ExcessPorePress,14329.3998669
gpu_mode1_xi005_b5,0.1,0.027441722676,0.254762,0.25228484856,ExcessPorePress,14196.0348725
gpu_mode1_xi005_b5,0.1,0.027441722676,0.264758,0.262381818256,ExcessPorePress,14058.4682201
gpu_mode1_xi005_b5,0.1,0.027441722676,0.274755,0.272479798053,ExcessPorePress,13916.8666526
gpu_mode1_xi005_b5,0.1,0.027441722676,0.284752,0.28257777785,ExcessPorePress,13771.4010788
gpu_mode1_xi005_b5,0.1,0.027441722676,0.29475,0.292676767748,ExcessPorePress,13622.2428645
gpu_mode1_xi005_b5,0.1,0.027441722676,0.304747,0.302774747545,ExcessPorePress,13469.5559841
gpu_mode1_xi005_b5,0.1,0.027441722676,0.314745,0.312873737443,ExcessPorePress,13313.5031985
gpu_mode1_xi005_b5,0.1,0.027441722676,0.324743,0.322972727341,ExcessPorePress,13154.2479161
gpu_mode1_xi005_b5,0.1,0.027441722676,0.334741,0.333071717239,ExcessPorePress,12991.9514232
gpu_mode1_xi005_b5,0.1,0.027441722676,0.344739,0.343170707137,ExcessPorePress,12826.7711783
gpu_mode1_xi005_b5,0.1,0.027441722676,0.354738,0.353270707136,ExcessPorePress,12658.8598368
gpu_mode1_xi005_b5,0.1,0.027441722676,0.364736,0.363369697034,ExcessPorePress,12488.3653429
gpu_mode1_xi005_b5,0.1,0.027441722676,0.374735,0.373469697033,ExcessPorePress,12315.4318846
gpu_mode1_xi005_b5,0.1,0.027441722676,0.384734,0.383569697032,ExcessPorePress,12140.1998423
gpu_mode1_xi005_b5,0.1,0.027441722676,0.394733,0.393669697031,ExcessPorePress,11962.8041302
gpu_mode1_xi005_b5,0.1,0.027441722676,0.404732,0.40376969703,ExcessPorePress,11783.3742639
gpu_mode1_xi005_b5,0.1,0.027441722676,0.414731,0.413869697029,ExcessPorePress,11602.0343396
gpu_mode1_xi005_b5,0.1,0.027441722676,0.42473,0.423969697028,ExcessPorePress,11418.9036993
gpu_mode1_xi005_b5,0.1,0.027441722676,0.434729,0.434069697027,ExcessPorePress,11234.0961458
gpu_mode1_xi005_b5,0.1,0.027441722676,0.444728,0.444169697026,ExcessPorePress,11047.7197229
gpu_mode1_xi005_b5,0.1,0.027441722676,0.454727,0.454269697025,ExcessPorePress,10859.8766123
gpu_mode1_xi005_b5,0.1,0.027441722676,0.464727,0.464370707125,ExcessPorePress,10670.6636068
gpu_mode1_xi005_b5,0.1,0.027441722676,0.474726,0.474470707124,ExcessPorePress,10480.1721029
gpu_mode1_xi005_b5,0.1,0.027441722676,0.484725,0.484570707123,ExcessPorePress,10288.4880774
gpu_mode1_xi005_b5,0.1,0.027441722676,0.494725,0.494671717223,ExcessPorePress,10095.6919412
gpu_mode1_xi005_b5,0.1,0.027441722676,0.504724,0.504771717222,ExcessPorePress,9901.85900726
gpu_mode1_xi005_b5,0.1,0.027441722676,0.514724,0.514872727322,ExcessPorePress,9707.05979106
