case,label,kind,time,part,particle_count,feedback_start,feedback_ramp_end,feedback_scale,feedback_factor,p0_eff_expected,axial_loading_active,velocity_max,porepress_mean,porepress_std,porepress_min,porepress_max,excess_mean,excess_std,porepressrate_mean,porepressrate_maxabs,divvel_mean,divvel_maxabs,kplastic_max
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.001508,5,407,0.003,0.0045,0.25,0.0,50.0,0,0.0007338431615578916,6454.138810756443,3486.977606128352,1105.240599935,11145.75907516,6454.138810756443,3486.977606128352,10122651.574520884,20553828.0,-0.01518397842031941,0.030838251,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.00181,6,407,0.003,0.0045,0.25,0.0,50.0,0,0.000655086324980849,9184.520075011964,5389.603772925367,1267.864049292,16662.34450285,9184.520075011964,5389.603772925367,8232501.041081082,17878728.0,-0.01234875251007371,0.026865335,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.002011,7,407,0.003,0.0045,0.25,0.0,50.0,0,0.0005693880593839538,10483.32480068723,6391.841772737856,1404.162897408,19567.70169066,10483.32480068723,6391.841772737856,5811423.925798526,14575697.0,-0.008717136715552826,0.021935329,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.002312,8,407,0.003,0.0045,0.25,0.0,50.0,0,0.00043502051399402767,11359.831329596798,7358.648741092568,1441.452998997,22245.29930674,11359.831329596798,7358.648741092568,1407923.2445872237,8563701.0,-0.0021118854202285013,0.012949703,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.002514,9,407,0.003,0.0045,0.25,0.0,50.0,0,0.0004884326788301348,11059.083688945526,5387.946209004425,3003.924813765,18994.95452864,11059.083688945526,5387.946209004425,-1484462.79392629,7059689.0,0.0022266941324324326,0.010580467,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.002815,10,407,0.003,0.0045,0.25,0.0,50.0,0,0.0005307189704852089,9872.760379884505,5203.864400614355,2400.119853631,18656.21354452,9872.760379884505,5203.864400614355,-5018202.7334078625,12614361.0,0.007527304338610565,0.018936519,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.003016,11,407,0.003,0.0045,0.25,0.00266666666666666,50.0,0,0.0005356613500000002,8624.105610993516,4989.396617801909,1805.699312131,17771.8726751,8624.105610993516,4989.396617801909,-6542685.97019656,14910718.0,0.009814029336683048,0.022396978,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.003318,12,407,0.003,0.0045,0.25,0.05300000000000004,50.0,0,0.0010974764378954053,7446.96287120178,4864.701044651923,1342.294410214,16690.79032033,7446.96287120178,4864.701044651923,145820.61226044229,8735536.0,-0.00021873134356265354,0.01315829,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.003519,13,407,0.003,0.0045,0.25,0.08650000000000001,50.0,0,0.002157489430543571,9434.660584548024,3150.7727288340275,4297.303013543,14385.86325379,9434.660584548024,3150.7727288340275,14012346.444226041,30085402.0,-0.021018521139557742,0.045124497,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.003821,14,407,0.003,0.0045,0.25,0.1368333333333334,50.0,0,0.004597484261390701,12539.444739343882,4745.275076655192,4737.677236088,23828.8026954,12539.444739343882,4745.275076655192,5709006.3691400485,44992868.0,-0.008563510509680591,0.067559987,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.004022,15,407,0.003,0.0045,0.25,0.17033333333333345,50.0,0,0.011105347189344148,14190.738785841351,10699.15901476178,-5760.220938342,45595.12806817,14190.738785841351,10699.15901476178,13104218.287361179,145266180.0,-0.019656329954007373,0.21811011,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.004323,16,407,0.003,0.0045,0.25,0.22049999999999997,50.0,0,0.07458713424942469,38927.055708775646,65786.84245973859,-110800.1553321,252522.4687291,38927.055708775646,65786.84245973859,122128024.60933661,1188278100.0,-0.18319207782555283,1.7837683,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.004524,17,407,0.003,0.0045,0.25,0.25,50.0,0,0.1502816527750602,61320.3800518986,107945.74877361301,-178870.4947591,400650.6917296,61320.3800518986,107945.74877361301,91187988.56511056,3103953900.0,-0.13678201995823097,4.6563606,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.004823,18,407,0.003,0.0045,0.25,0.25,50.0,0,1.2920085088219482,65037.647389612815,1328865.8450592486,-2813957.735888,3947274.102112,65037.647389612815,1328865.8450592486,7078094.549140049,21471640000.0,-0.010626946884520823,32.230312,0.0
CaseT4e_ConfOnly_FeedbackDelayedLongRampScale025,long ramp scale 0.25,scaled feedback diagnostic,0.005015,19,407,0.003,0.0045,0.25,0.25,50.0,0,5.8812143426389,-166021.00286309863,6661076.886229692,-14702250.21385,18030573.77952,-166021.00286309863,6661076.886229692,-2139899743.955774,100252500000.0,3.2096242985257986,150.4937,0.0
