variant,time,count,failed_count,status_-3,status_-1,neighbor_count_all_mean,neighbor_count_specimen_mean,support_ratio_mean,velocity_gradient_norm_mean,shear_rate_mean,DivVel_mean,PorePressRate_maxAbs,p_eff_mean,q_mean,q_over_p_mean,yield_residual_maxAbs,pc_mean,void_ratio_mean,plastic_vol_strain_mean,pairwise_reaction_avg,sigma_zz_mean,Fz_proxy,PorePress_mean,PorePress_std,velocity_max
platen_overhang,0.001206,407,12,0,12,117.58230958230958,98.0,0.8022676612033408,0.045658691951265803,0.0637038537581126,0.0018167143890147398,23390214.0,27.811748368615888,37.66615834863435,2.2522962741767425,3270.8279,120.0044028255526,0.800017927125307,3.260957188904176e-06,0.36419040000000036,-50.341683007371024,0.14233775535477264,-13136.204615212975,5452.231190445722,0.0037261648225575643
platen_overhang,0.001307,407,12,0,12,117.58230958230958,98.0,0.8022691233745118,0.04718709579466477,0.0656410687933168,-0.00226289683977887,26814126.0,29.128269550201473,39.668316449919246,2.2749221526282852,3461.4536,120.00474818181827,0.8000160006388216,3.5162652285257993e-06,0.36419040000000036,-52.772293077149875,0.14921014341983538,-12984.533793301483,5982.816234797919,0.004012676502823648
platen_overhang,0.001408,407,12,0,12,117.58230958230958,98.0,0.8022702574190751,0.04877070362941283,0.06763609178248273,-0.005719933103734645,29086084.0,30.79155272167895,41.63604595522453,2.2209765089185187,3690.5566,120.00515818181802,0.8000136548894344,3.819864535808354e-06,0.36419040000000036,-55.50149607076163,0.15692678308723276,-13122.9101511325,3930.1703205583804,0.00426899230083975
platen_overhang,0.001508,407,16,0,16,117.58230958230958,98.0,0.8022709219838006,0.050348459707989734,0.0696091662617877,-0.00857448895120393,30393958.0,32.780544003554446,43.368231990932195,0.8449212138244677,3927.4287,120.00559027027012,0.8000109336363646,4.1396103190024555e-06,0.36419040000000036,-58.40736268968061,0.16514292738730965,-12548.209395048862,4353.835690841296,0.004497122640895585
platen_overhang,0.001609,407,20,4,16,117.58230958230958,98.0,0.8022712248023434,0.05190795327109815,0.0715558357864813,-0.01083894114567567,30705032.0,35.14739755980261,44.855541044350325,1.643559947337454,4146.728,120.0059403439804,0.800007936855036,4.3983763568304644e-06,0.36419040000000036,-61.55463821861427,0.17404163929977848,-11821.738203954916,5003.902580102292,0.004699957838233145
platen_overhang,0.001709,407,24,4,20,117.58230958230958,98.0,0.8022712145811196,0.053396152721005216,0.07341062575790429,-0.012496424499955779,30301938.0,37.6568176648878,46.13321985473789,0.6621099568598153,4329.3735,120.00633058968053,0.8000047828009839,4.687412765454547e-06,0.36419040000000036,-64.69186015127764,0.18291192533848089,-10984.179343047637,5856.278408885546,0.004880648531666508
platen_overhang,0.00181,407,12,0,12,117.58230958230958,98.0,0.8034193460358193,0.05470374098686962,0.0750315640381901,-0.013591355390368555,29368844.0,40.327952001744485,47.14843216626407,1.7982742455636114,4507.332,120.00668312039316,0.8000013633169536,4.9483774209827985e-06,0.36419040000000036,-67.81847829461917,0.19175222986921298,-10073.237990079471,6870.712415648115,0.005042057437021891
platen_overhang,0.00191,407,16,4,12,117.58230958230958,98.0,0.8038608495955203,0.05578169325773674,0.07634725115794944,-0.014106845229336607,28287042.0,42.96201622455938,48.36619079954645,1.6898238179473692,4662.2437,120.00709203931194,0.7999979591646186,5.251196865307121e-06,0.36419040000000036,-71.03706515095831,0.2008525698097471,-9127.75057699426,8009.362677789202,0.005182525745440535
platen_overhang,0.002011,407,12,0,12,117.58230958230958,98.0,0.8038598925712965,0.056591594913955955,0.07730559053396312,-0.014084933131031936,30040602.0,45.51176174954383,49.073355548776526,1.5850711088737235,4772.1108,120.00753579852574,0.7999945895331702,5.57978944874693e-06,0.28303465000000155,-73.85317794180098,0.20881494113959953,-8183.735490106866,9232.113957853391,0.005304976431390581
platen_overhang,0.002111,407,13,1,12,117.58230958230958,98.0,0.8040922002858325,0.05711184122881915,0.07787638637304829,-0.013570366874250608,31851344.0,47.95661895384112,49.81692154771863,1.4878550046280574,4820.9116,120.00797402948389,0.7999913690417707,5.9043145367076195e-06,0.28303465000000155,-76.6170190330467,0.21662951772075198,-7274.211489339835,10507.39389246859,0.00541032190411986
platen_overhang,0.002212,407,16,4,12,117.58230958230958,98.0,0.8040909259062816,0.05737270020898059,0.07810422929668126,-0.01260812479756759,33532578.0,50.25982467384112,50.56904665595786,1.387782773758925,4811.8975,120.00838641277628,0.7999883899508605,6.2094890376904135e-06,0.28303465000000155,-79.26723557506153,0.22412282845768633,-6429.182423693196,11809.016812943775,0.005500569049261366
platen_overhang,0.002312,407,16,4,12,117.58230958230958,98.0,0.8040896248768789,0.057422146165857856,0.07805919211253241,-0.011280131449410348,35122480.0,52.38804943429812,51.3965697878784,1.0830690641444674,4751.6694,120.008757100737,0.7999856420147428,6.484306786167075e-06,0.28303465000000155,-81.82485933748899,0.23135433927810622,-5673.161194609506,13112.934024663753,0.005578076004209601
platen_overhang,0.002413,407,16,8,8,117.58230958230958,98.0,0.8040884356529923,0.05731538789422705,0.0778220079094045,-0.00961990161547913,36757160.0,54.27295448684114,52.03231035742841,1.3566186331297372,4649.167,120.00910464373472,0.799983227518428,6.741732950319411e-06,0.28303465000000155,-84.04229297366105,0.23762398517720518,-5131.081172749023,9935.238668064716,0.005643569614441542
platen_overhang,0.002513,407,8,0,8,117.58230958230958,98.0,0.8040870570904307,0.05713562111171962,0.077523010877018,-0.00774539126545455,38350056.0,55.88087206983786,52.42464009690836,1.0930113800353263,4514.5479,120.0094301965601,0.7999810981081072,6.982615097321866e-06,0.28303465000000155,-85.87279405847656,0.24279960506160525,-4611.969171174449,11061.98386435922,0.005698675571692108
